time,content,images
2024年9月16日 13:14,幸福完了,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/TmEUgtj9EK6.7V8ajmQrEMKplYP1DvNLITxOd5*kILUZN2.bmZO87OCwezVyTpBCInCGbWVzSjtf0gvcI.PpuSsnQJDF90hwvFmJMxdqbWg!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463342&dis_k=e7bea4ab464f739518727f9394f28b71&sce=60-2-2&rf=0-0
2024年9月15日 15:15,"好看吗？
拿命拍的",https://photogzmaz.photo.store.qq.com/psc?/V13NCa9820LrLQ/TmEUgtj9EK6.7V8ajmQrEAH1uFxWo.i4su.ITPBLwmf9esAi0OxUUv3GtSevPMHJlPoRmjH0Hj37z94XAYujDDGR.oziJo0eUG0Rzpyqg.I!/c&bo=HAtABhwLQAYBFzA!
2024年9月14日 22:56,蓟县！,
2024年9月14日 22:17,我是傻逼，我真蠢傻逼。,
2024年9月14日 21:30,我以后再也不会出门了,
2024年9月14日 14:18,靠北，今天听到季风性气候有种恍若隔世的感觉,
2024年9月10日 19:56,jccwwnm,
2024年9月10日 09:34,军爷不能骑共享单车,
2024年9月9日 10:01,"第一，军爷不能骑共享单车。
第二，土豆不能用作服务器。",
2024年9月7日 23:59,今天是白露，汗水都会化作宝珠。,
2024年9月7日 07:59,抵达世界最高巅,
2024年9月6日 22:36,姐明天大驾余家头，有没有人能给我磕两个头？,
2024年9月6日 16:42,受不了出了校门没地铁的日子了,
2024年9月5日 23:28,上一天课了，铲铲D不到，鸣潮手法菜，王者被压力，原神没更好，活不下去了,
2024年9月5日 14:58,扣1为24届种太阳,
2024年9月3日 22:46,卡萨丁再不滚出金铲铲我就要滚出金铲铲了,
2024年9月3日 18:55,这破教室呆得比驾校还热,
2024年9月2日 12:35,水运一食堂能不能在南湖开分店,
2024年8月31日 00:53,为什么我还没开始放假就要上学了,
2024年8月28日 23:20,今年的夏天过得好快,
2024年8月25日 12:43,哪怕花朵没结果，风也会说她来过。,https://qq.ugcimg.cn/v1/m462moqkddr44geokh4uqbfvd5omerst1181607rt9a6v6lkd8d7dtfea3hv5n3emp8f0b7cer4j8l97jps89ff1688jrt6pptoo6ppbpbnkk6db4amrpgi5rsq8dv3tqj3ldn8eq49pdqu358l984sm6g/e9vf2tsqr6j29hl2kodb3vahlc
2024年8月22日 12:39,已拿下，我恨考试车后视镜有毛病,
2024年8月22日 09:17,今天是处暑，我紧张得想鼠。,
2024年8月8日 21:41,每次听到这首歌，总能回想起疫情的冬天，日头照得晚，天亮得慢。,https://qq.ugcimg.cn/v1/uoggoplcc2tud50oh7r1p2a6f61g5mtu8mkef62co0cnotoofpvonq20lgbon8drucfl8a2tkabirhmp5e8clodjqv8uc5si3jvgoeeb46opr502mhq0tjkdhm79gd8t3uu82m4bmaqpdotq09p90itrir977j8frt0fe1uku7nqh5a0lnb8qjl8cgcfh1921j76g32vn69cg/bulps27rab4hblqf1sch7rk5o3fe6t09r9mt9r99cocnc79v7v00
2024年8月7日 05:20,今天是立秋，往日的美好都历历久久。,
2024年7月29日 22:30,官宣。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/TmEUgtj9EK6.7V8ajmQrEEj029zHFJIfJp*WpcQmBlM5ywx*zqzDYs6eeHlZugr0GJMmWLVKTnRtXr5ug3Jwd1QxdpXjwUhS2rD.90Jxh1Q!/c&ek=1&kp=1&pt=0&bo=agjABGoIwAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463353&dis_k=f80fbe1435144e1af58d96e7d33c9dcc&sce=60-2-2&rf=0-0
2024年7月24日 10:53,当学姐真的很爽，谁懂？,
2024年7月23日 07:12,神州驾校你就来吧，一来一个不吱声,
2024年7月22日 14:19,突然好感慨，一年前我也是个狂热的op,
2024年7月22日 11:25,今天是大暑，热得我想鼠。,
2024年7月21日 11:25,无奖问答，练车一台车配多少个人？,
2024年7月19日 00:15,A！＝‘A’；,https://pic.ugcimg.cn/d0003de2073616bbc546f82d34a76c46/jpg1
2024年7月16日 18:37,我再也不会和zjq一起玩金铲铲了,
2024年7月15日 19:03,今天教了个小孩x²-1＝0不会算，关键他今年初二升初三,
2024年7月14日 20:08,非常有实力,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5lO*3ResCAdgXo2rLFc3b8ILUC9jkmI4vAOSBe.WMRDyH.Ic.LTv6Epy30ukoFOb2TGehvCFgcoYgxT4b53dd7U!/c&ek=1&kp=1&pt=0&bo=PARsCTwEbAkWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463353&dis_k=562c148fd8758eefb3a8c0c8194440be&sce=60-2-2&rf=0-0
2024年7月11日 23:23,睡觉,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sKbibGJiaU79uPKP4Q0WSgi5j6NPP8gNy0wc1zQOCVqajkzR2rdlJLGoWVaZROgdseclBFe.x*Gxv2.4RcmLhM!/c&ek=1&kp=1&pt=0&bo=WAJPAlgCTwIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463358&dis_k=12174aa28853d94a382b148978f796be&sce=60-2-2&rf=0-0
2024年7月11日 22:32,突然觉得自己好贱，大半夜不睡觉和二中家长激情对线,
2024年7月10日 15:09,"这是我的朋友rnx@任南轩 
可0可1，人帅声甜，王者嘎嘎牛，可与你双排上分。
欢迎有意的男同朋友私信他",
2024年7月8日 19:10,以后再也不把手机在双休日设置成静音了,
2024年7月8日 12:52,睡过了，完美错过今天的课,
2024年7月6日 23:59,今天是小暑，希望你的好运都数不胜数。,
2024年7月6日 07:12,我知道智园食堂难吃，可是我不知道你原来这么难吃,
2024年7月3日 23:31,五排速来包赢。,
2024年6月30日 19:27,以后谁再说余家头不好我直接给他一拳,
2024年6月30日 13:44,凭此说说可于南湖与大美女yzy共进晚餐一次。,
2024年6月30日 09:04,眼睛尿尿了,
2024年6月29日 21:55,总在临行前胆怯。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/TmEUgtj9EK6.7V8ajmQrEJvm4Vmh53ipohAkCCjPxtUYID1KKOB9qTI8ymuuIMBzM*Jo.K8BCBVGMxMZXusylJSvUmKSg*XktjIt1gxPMhw!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463360&dis_k=52107c64dbb14b0f3dc2b0c506cd71d5&sce=60-2-2&rf=0-0
2024年6月27日 10:32,什么？你怎么知道我考完了？,
2024年6月25日 13:48,"抖音是玩抽象和搞EMO的。
B站是学习和看直播的。
微信给我爸妈做秀看的。
只有在QQ我才做自己，所以大家不要翻我的号了，我已经老实了🥹🥹🥹",
2024年6月25日 10:44,已经没有时间为高数哀伤了，接下来的是三个小时速成工图。,
2024年6月25日 10:34,求了，和hqj做的一样,
2024年6月24日 16:54,能不能把工图推一天考啊，我真复习不过来了,
2024年6月24日 10:28,尽人事,
2024年6月22日 10:56,彻底领悟到22届做新一卷数学的感受了,
2024年6月22日 10:40,为什么线代和往年真题完全不一样,
2024年6月21日 23:59,今天是夏至，希望你所有的美好都已悄然而至。,
2024年6月21日 10:17,窝烤晚金呆屎勒，肝决仁声针梅耗,
2024年6月21日 00:45,窝药穴乌梨，窝布药穴梨屎,
2024年6月21日 00:32,我现在觉得我的精神状态不太良好，有点想一拳打爆这个世界。,
2024年6月20日 22:13,好大的，能把近代史考试推迟一天吗？,
2024年6月19日 13:42,一年前的我真贱啊,
2024年6月18日 20:01,只要我一边复习一边听反方向的钟，我就能用一周的时间学完十六周的课,
2024年6月17日 16:43,"为什么考试周还要上课啊？
为什么思政和近代史连着考啊？
为什么十七周不能退课啊？",
2024年6月15日 11:26,已老实，求放过,
2024年6月14日 14:34,求工图速通攻略🥹🥹🥹,
2024年6月12日 19:41,向上的向，晚安的晚。,https://pic.ugcimg.cn/61483af70d057fce9ba70ceedcd39a58/jpg1
2024年6月12日 05:20,,
2024年6月11日 22:55,你是我永远都想要追逐的星星。,https://pic.ugcimg.cn/84cdc2323527ae2931e340335afccb8d/jpg1
2024年6月11日 22:06,最近看到的很有意思的一段评论，分享给正在复习线代的同学们,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCs64WibypYoqQa8fQeeOLjeC2uDsDH6nGMAFKdSmyiu0p9wo7XN6qWL0.27xgBjsGY!/c&ek=1&kp=1&pt=0&bo=PASZAjwEmQIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463371&dis_k=ecc26fe40a84eefa0bef196bdae373c6&sce=60-2-2&rf=0-0
2024年6月10日 19:36,有人想吃白粽子吗？,
2024年6月9日 22:49,求四级速通攻略🥹🥹🥹,
2024年6月5日 05:20,今天是芒种，希望你忙碌种下的种子都能有收获。,
2024年6月4日 00:10,"生日快乐，高考必胜！！！
@张佳琪",https://photogz.photo.store.qq.com/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sJCjRqLb8IYKRxdpgiXN4d2oV6R2p1xTMeiEXgj9LNNhs3jcCR6EoJtI51XkSv991Q5kSeDZ9np0yN5fQwFc8s!/c&bo=OASABzgEgAcBFzA!
2024年6月2日 21:03,我们的第二个夏天。,https://pic.ugcimg.cn/bbab1313d0adbe0e9adfcfc428d91c84/jpg1
2024年5月29日 12:23,今天在工地扛麻袋，我一口气扛了三趟。工友说：“你挺能扛啊。”我瞬间留下了不争气的眼泪，“是啊，我什么都能扛，却扛不住想给15号投一票”,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5rLeyDO8GfbHUor*E2acEnr54NEdivsA5mCOhGLN3kTVXpNIi2*AtSs.3Zgj2mIT64qeerdYO25yisnDCKpx10Q!/b&ek=1&kp=1&pt=0&bo=7gICBO4CAgQDEDU!&tl=1&vuin=3287424602&tm=1753462800&dis_t=1753463371&dis_k=569c6924f0d22065400993856e467341&sce=60-1-1&rf=0-0
2024年5月29日 12:03,今天在工地扛麻袋，我一口气扛了三趟。工友说：“你挺能扛啊。”我瞬间留下了不争气的眼泪，“是啊，我什么都能扛，却扛不住想给...,https://tangram-1251316161.file.myqcloud.com/files/20210721/e50a8e37e08f29bf1ffc7466e1950690.png
2024年5月26日 21:20,,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5veyC7VlObRJmGX8F3J0FQmbx05pww94FaGkX1skQb.JtR*ohqldD8gy6qE6a5oUhwNMFaAP3LXAWqT2tLgX7B8!/c&ek=1&kp=1&pt=0&bo=wgWTBMIFkwQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463376&dis_k=4d50b613e0eeeed23c9a5d473c04af78&sce=60-2-2&rf=0-0
2024年5月25日 12:18,如果一所大学的图书馆门禁是用来防学生的话，我还是认为迂腐的领导们请别吹你那破楼了。,
2024年5月23日 09:48,大哥，我们很熟是吗？,
2024年5月20日 05:20,今天是小满，希望你的生活处处皆美满。,
2024年5月19日 00:22,谢谢大家，喜悲都是人生的常态，但今天真的很开心，晚安啦，明天见！,
2024年5月18日 23:10,"今天有一束光照亮了我的海底，于是我不再随波逐流，溺死在深海。
晚安，明天见。",https://pic.ugcimg.cn/e5f9c44ffb656abd98f1a4ec038ca238/jpg1
2024年5月18日 21:50,,https://qq.ugcimg.cn/v1/v43utu4tee69lotkge8keueui0ot79q8i5ail04rhdn930hmgof8clcjd9bl7jb6jbh7i2dfc4s2aftc713h17if0cg4chr34a7jqa1h7rkhadnc0qq3q4rdilcipt77pt5oo6c9tcnku2s5bo9h77quakenbfct9ev5kp70oop6bm91s3mkqksdchlmqoear8nrtm89jst1e/mgneg236msouf256j69q76b6v8eb75u478p8knidpkuh8ng3anpg
2024年5月18日 21:45,,https://qq.ugcimg.cn/v1/v43utu4tee69lotkge8keueui1gm776mlucnrb4kmcn0msgt2qtqhhoorn0dif7taiv9f06nrchiu2uavdohcm2sia393sesf9ckdskobgab3c92mp22i26j3noeqovoodbjda9j6gbpcphnfu1meh4qso7kdk2ugldh6nmd64mdhspfsg02p6ije0fptk735vm15r9gajc1c/bulps27rab4hblqf1sch7rk5o3fe6t09r9mt9r99cocnc79v7v00
2024年5月18日 16:04,这是刻晴。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5jxxurYMuUJhoHdOWA0Xlv*GSZzx.1s22kSVgp5hGZRoMGQHm..W2vsKzyJmpYG52ThKhU*O5tKHHn1OdSft9Mc!/c&ek=1&kp=1&pt=0&bo=EQctAxEHLQMWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463376&dis_k=f5f73c4ba96377bdde481e4b24f69194&sce=60-2-2&rf=0-0
2024年5月18日 15:34,如何想你想到每晚八点。,https://pic.ugcimg.cn/f6f7e1ecc990b6eba10e55179caf784a/jpg1
2024年5月18日 15:22,"我等到我的太阳了，于是我的寡淡的世界又有光了。
谢谢你，我真的很开心，虽然我从未遇见过你，但我好像在梦里见过你。
总有事情...",https://pic.ugcimg.cn/3c95f0967ad7c37e84c04a85c6119e05/jpg1
2024年5月13日 17:43,有时候我也觉得挺没意思的。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCv5VFDF61.U1KJge2qxKcjLFGNnCgto2KsQeziEGFrO5.n1TrB58XVcFuoamiZ4tgs!/c&ek=1&kp=1&pt=0&bo=PARzAjwEcwIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=fc66a2687d9e0e312310a01e87cfee52&sce=60-2-2&rf=0-0
2024年5月12日 19:17,本人于五月十二日十九时十分达九夜幽，望周知！,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5t7mMxBi33R1uhYctv414*qmkCCTFUMJS9.L678KcTNzwZsmhpHttXBNEcIGemNJ*Ne4.ZOSynpqlzLKifzEFRs!/m&ek=1&kp=1&pt=0&bo=bAk8BGwJPAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=52a7b640d6175825250450ca90f84c10&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5t7mMxBi33R1uhYctv414*pkmlFH3DaeJ.91f225bBADGs0T94mRo4lkIRSr7cTghfP9z3e6yVl1eKzb6BbB5WE!/m&ek=1&kp=1&pt=0&bo=bAk8BGwJPAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=b7111375f06226c7c50c2e41b4a57aa4&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5t7mMxBi33R1uhYctv414*pv31lRPeTkqw6siPBBq6Pgil4m7v0OJD0gsnkcoM8R*b7LyhY6F06L1ChJzx9IgLQ!/m&ek=1&kp=1&pt=0&bo=bAk8BGwJPAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=2de6227ff43483431bd495f5c48126cf&sce=60-4-3&rf=0-0
2024年5月9日 13:43,本人于五月九日十三时四十分实现十山海梦，望周知。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5tEg5qQqLnlY18C0igGpLiOoHfgXyRkRg2e4eoik67HtE*OUffv*pCPL8azicSwqZY7EnR3.YvtLUi1Ilhaf51M!/c&ek=1&kp=1&pt=0&bo=fwc4BH8HOAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=a9703fff04b8da0da69db05f653fcda2&sce=60-2-2&rf=0-0
2024年5月6日 23:07,"画工图我真的好爽啊
画工图我真的好爽啊
画工图我真的好爽啊
画工图我真的好爽啊
展开全文",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5veyC7VlObRJmGX8F3J0FQkUQnfEm1pcDhUjsGLRR90GxK7Xs1LP39i*SZPevdkcW6LoIxbc3xAsD0t4Z6HlaIo!/c&ek=1&kp=1&pt=0&bo=0AKVAtAClQIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=625c53932c947ffda4a095b69d2d8ebd&sce=60-2-2&rf=0-0
2024年5月5日 10:23,今天是立夏，奖励自己站回学校。,
2024年5月1日 14:57,再见啦，一路顺风！祝你祝我，前途似锦！,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCvtWlxFFlyU68Dkgs5Bhr3lqfVetVxkndy3Fc1ykCt1kI0ObdO9pdPZ6E9yVjOD4n0!/c&ek=1&kp=1&pt=0&bo=PwZVCD8GVQgWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=d336cafe3ed561057d491900253dd257&sce=60-2-2&rf=0-0
2024年4月30日 18:14,你好。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5l.JOrcFN1ZO8WTB*5PNb42HWlmISpb7MM8da9uN*SaA7J*iwaKcCoa3CzJUa4x2jKzE81Usyt*RL8dGrxxSoek!/c&ek=1&kp=1&pt=0&bo=PATLADwEywAWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=a6ca37a5efaaf717fc578a3066b13d18&sce=60-2-2&rf=0-0
2024年4月29日 22:42,"难得早起在食堂吃了一次早饭。
解决了力扣的第一个难题。
体育课上了二十分钟就开始下雨，然后回宿舍美美睡了一觉。
下午起床出去乐骑，学期乐跑over。
展开全文",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5gxENR1K0vyJQPoN8s8LQguZz9zbS8NgtQ0cMAfDUk7Ap8a4DZQH76BdVwE6F4*g.SBhSwHDv252gF5u95b0clg!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=dfc1c002608c4f765cb4d3670012178e&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5gxENR1K0vyJQPoN8s8LQgvJAPknxYZ59WpVZS9GxTkRcwZ8Nyo918G566ADoS4*6CHH3TZhGXNFzx3o4KeKfLk!/m&ek=1&kp=1&pt=0&bo=eAcOBHgHDgQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=bc20cc9fa0086f9b77aac07e2cbfb19a&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5gxENR1K0vyJQPoN8s8LQgvP6xjjErEP4aE7KFZKQuCYePmjb8.s2BvTQTFdxZLbGTJDQPPSl1KT*5cw99iz5q0!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=ac65db05fdac5bee54d5dc13906a36b6&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sKbibGJiaU79uPKP4Q0WSgnTa3LLV*8abY4RFT7kv.dkpqRGpU98cGskK4sJMcSA8OqIG8dFIBnF16a5zWxGgc!/m&ek=1&kp=1&pt=0&bo=PARsCTwEbAkWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=79dc44666ca4f9b2af4f5efe7105de4c&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sKbibGJiaU79uPKP4Q0WSiMmTh*VJwgxgec4brcvvednxGE7BiEdz.sv2X6wp7WkQXMKu9i4c8wZjcpfPKvEow!/m&ek=1&kp=1&pt=0&bo=fwc4BH8HOAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=04eb6824a4d65e85a5a6998c35b4881d&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sKbibGJiaU79uPKP4Q0WSiOHDwOkXd.2axT7vSaTYjgK2uYdcVHN7*sqZ2YgqdR7PdjBv4sC3aJL8U2uIBszFo!/m&ek=1&kp=1&pt=0&bo=bAk8BGwJPAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463378&dis_k=08f98b191ce20351479869f175ec7d11&sce=60-4-3&rf=0-0
2024年4月29日 20:05,相约在明天见。,http://p1.music.126.net/SmNAEToWfwkxHDhS2g92vw==/109951164033232934.jpg?imageView=1&thumbnail=1084z2186&type=webp&quality=80
2024年4月28日 20:35,“天空不会永远暗沉，不久便会晴朗”,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5iKMBML28pL34EkFgHoj9exBdRp24xAlqGbu8mUqZFhArvhSoxJZhxL61EVlb6fhl0gNq34JKcUnFnToG9yNA5Y!/c&ek=1&kp=1&pt=0&bo=PATgADwE4AAWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=d90d7fd2d584ba13dc56b39f41ea5ea4&sce=60-2-2&rf=0-0
2024年4月28日 12:12,,https://pic.ugcimg.cn/ba0d8d8f6b629afa22bebc0317606de2/jpg1
2024年4月27日 20:13,"周五哭了一晚上，睡不着，第二天还是忍着起床去考试，考完回来立马又躺床上去逃避现实。
周日无事，在宿舍呆了一天刷力扣刷切片。
周一去鉴湖交表，心情不好，脑子抽了，决定从鉴湖骑回余家头，心情更不好了，还是觉得脑子抽了。
周二，周三满课，无事，只是在半夜忍不住想写小作文。
展开全文",https://photogz.photo.store.qq.com/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qtUtnXcKSfKX3WPu8UHsJ4Ug*ZqEZT0v7VmE*u1c.E4Uit6cumfyijT6HNx*tMMlFf8xecFP4Mzs6jcuMXt4hE!/c&bo=bAUACmwFAAoBFzA!|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCsEKSnPmGr.GOjrQb4j3mZGMiKolQMfkrfZZh1kaOkyI4Ra7s61yBgzG1DGwHwid6g!/m&ek=1&kp=1&pt=0&bo=PARsCTwEbAkWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=ddfa14d02635b698e410ee08b8065f23&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCuNd1z4R*gn0vfZ*zWQVPbuY.BvFzIBGTELcCWCcbcaXI54vAOpHdRJSEsN7Krzfmo!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=913478c75ab85f2cdfb0dc1ebabdaf04&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCsbl5g9C5SsUs7g*Svh3ZXcCZQMAN170mpHQmQX0iOclL7LWTJmT*LVJtJNNKDhe*g!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=ce586997f13aac0f49f7fddfa1a8df21&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCtLnEnhnihngYhHIxsT18CkkIJiEn5XKPrKrzIEpZQuS3m2PWQ*4nYpBow*x0zecvc!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=6ed876c9eecb8d01e2a2cc24d1498fe8&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5g5ZN3IVd2Qk6r6pSYmvpQfIkxiB9GYn8oB98SHsHs8m74ZFwiMCuywntNQbNVuGT0fK*Gmgz3yVrfCa7Zv.Ok8!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=6b4b4c6d3f77236dab6c53abd2deef82&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5g5ZN3IVd2Qk6r6pSYmvpQeciGpfeXGymOVnwtNBUjtDoPr.T0JhP*kawRbzsz3Nkz*CLpi6QB*cErTHIt6Ldr8!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=e08bfa9077b8bde5ef410cf3bbcc3aad&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5g5ZN3IVd2Qk6r6pSYmvpQdXujv7opsYqCmtrFVow8RIzy9hWVrZal9Ih6BbgZF6Xb*rCmVzeIuqgiuHr*09P2Q!/m&ek=1&kp=1&pt=0&bo=gAegBYAHoAUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=112d932e34b1483d77cd2ca8a50c1759&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5g5ZN3IVd2Qk6r6pSYmvpQd023lVzAR3h7h3BOREYVphHKIsvprB3zatwX2leq8GwmQ4DdcaJu.HouzTpQ8q9TU!/m&ek=1&kp=1&pt=0&bo=Ywk4BGMJOAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=8772ae4e82e7df92cc114b595f8c86d2&sce=60-4-3&rf=0-0
2024年4月26日 17:22,"今天去院办的路上看见一簇奇怪的云，想找个角度把它拍下来，可惜总有树荫遮蔽我的视线。
夏天要到来了，午后会有更多美丽的云彩。
春天要过去了，我要告别我曾遇见的风景。
你好，再见。
展开全文",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qXrhdKO*Rrws8HW9aWdOa*ERp5inYkNeaFZz9D8CKuXaZ4nMWuS6Orc6PVMM7J52zYp1CpfQlJYz44jG866yFw!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=3329b5326f1cf2d30b86bd0f60b0d3cf&sce=60-2-2&rf=0-0
2024年4月24日 23:24,"“即使花瓣全都飘零了，
树枝也张开它的双手，
等待着下个重逢。”
晚安，这一次换我向你奔来。",https://pic.ugcimg.cn/2833a609fe43634ef804382c904c3379/jpg1
2024年4月23日 22:50,晚安。,https://pic.ugcimg.cn/a043c3728204068ededd77f792113b8a/jpg1
2024年4月21日 00:40,晚安。,https://pic.ugcimg.cn/5a3eb6d3d2dbca3e28ea5d0b3e344621/jpg1
